Ano SIAFI,Classificação RP,Classificação RP (Cod),Função DESP,Resultado Lei (Cod) DESP,Resultado Lei DESP,Resultado EOF (Cod) DESP,Resultado EOF DESP,RP (Cod),RP,Poder DESP,Setor DESP,Emenda (Tipo),Dotação Inicial (IPCA),Pago (IPCA)
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,ESSENCIAL À JUSTIÇA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,JUSTIÇA E DEFESA,NÃO INFORMADO,"553.292,94","410.346,93"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,ESSENCIAL À JUSTIÇA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"4.155.633,67","3.331.779,33"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,GESTÃO AMBIENTAL,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,INTEGRAÇÃO NACIONAL E MEIO AMBIENTE,NÃO INFORMADO,"3.850.966,36","2.799.081,32"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,INDÚSTRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"2.968.309,77","2.480.980,16"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,INDÚSTRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,INFRAESTRUTURA,NÃO INFORMADO,"2.137.183,03","3.712.789,41"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,ORGANIZAÇÃO AGRÁRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,AGRICULTURA E DESENVOLVIMENTO AGRÁRIO,NÃO INFORMADO,"8.750.577,19","8.111.559,96"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,PREVIDÊNCIA SOCIAL,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"78.185.279,24","68.991.615,92"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,RELAÇÕES EXTERIORES,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"748.014,06","423.051,95"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,SAÚDE,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,SAÚDE,NÃO INFORMADO,"168.623.741,19","148.404.993,42"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,SEGURANÇA PÚBLICA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,JUSTIÇA E DEFESA,NÃO INFORMADO,"6.886.478,66","5.777.362,99"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,SEGURANÇA PÚBLICA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"1.662.253,47","894.599,65"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,TRABALHO,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"11.398.309,50","9.059.405,83"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,TRANSPORTE,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,INFRAESTRUTURA,NÃO INFORMADO,"13.699.818,16","9.959.746,12"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,TRANSPORTE,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"2.608.716,85","1.312.165,74"
2012,AUXÍLIO-TRANSPORTE EXECUTIVO,114,URBANISMO,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PLANEJAMENTO E DESENVOLVIMENTO URBANO,NÃO INFORMADO,"3.087.042,16","2.255.795,67"
2012,AUXÍLIO-TRANSPORTE LEJU + MPU,115,ESSENCIAL À JUSTIÇA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,MINISTÉRIO PÚBLICO DA UNIÃO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"6.672.815,76","2.935.589,47"
2012,AUXÍLIO-TRANSPORTE LEJU + MPU,115,JUDICIÁRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER JUDICIÁRIO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"35.319.500,36","34.637.020,47"
2012,AUXÍLIO-TRANSPORTE LEJU + MPU,115,LEGISLATIVA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER LEGISLATIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"3.146.449,91","2.817.155,81"
2012,COMPLEMENTAÇÃO DA ATUALIZAÇÃO DO FGTS,116,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"5.851.943.875,36","629.079.444,95"
2012,DOAÇÕES,118,ADMINISTRAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"0,00","0,00"
2012,DOAÇÕES,118,ADMINISTRAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PLANEJAMENTO E DESENVOLVIMENTO URBANO,NÃO INFORMADO,"395.774,64","0,00"
2012,DOAÇÕES,118,ADMINISTRAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"0,00","268.148,91"
2012,DOAÇÕES,118,AGRICULTURA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,AGRICULTURA E DESENVOLVIMENTO AGRÁRIO,NÃO INFORMADO,"4.947.182,94","1.177.717,33"
2012,DOAÇÕES,118,ASSISTÊNCIA SOCIAL,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"0,00","0,00"
2012,DOAÇÕES,118,ASSISTÊNCIA SOCIAL,2,DESP. PRIM. DISCRICIONÁRIA,3,DESP. PRIM. DISC. (PAC),1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"494.718,29","0,00"
2012,DOAÇÕES,118,ASSISTÊNCIA SOCIAL,3,DESP. PRIM. DISCRIC. (PPI / PAC),3,DESP. PRIM. DISC. (PAC),1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"0,00","0,00"
2012,DOAÇÕES,118,CIÊNCIA E TECNOLOGIA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",NÃO INFORMADO,"496.301,39","9.819.305,24"
2012,DOAÇÕES,118,DEFESA NACIONAL,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,JUSTIÇA E DEFESA,NÃO INFORMADO,"1.047.211,77","635.524,25"
2012,DOAÇÕES,118,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,JUSTIÇA E DEFESA,NÃO INFORMADO,"1.286.251,73","0,00"
2012,DOAÇÕES,118,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"69.926.818,12","555.056,10"
2012,DOAÇÕES,118,EDUCAÇÃO,1,DESP. PRIM. OBRIGATÓRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",NÃO INFORMADO,"0,00","0,00"
2012,DOAÇÕES,118,EDUCAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",NÃO INFORMADO,"42.317.015,57","13.952.932,74"
2012,DOAÇÕES,118,GESTÃO AMBIENTAL,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,INTEGRAÇÃO NACIONAL E MEIO AMBIENTE,NÃO INFORMADO,"78.262.637,35","4.951.308,54"
2012,DOAÇÕES,118,JUDICIÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER JUDICIÁRIO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"0,00","0,00"
2012,DOAÇÕES,118,LEGISLATIVA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER LEGISLATIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"174.311,02","153.520,46"
2012,DOAÇÕES,118,ORGANIZAÇÃO AGRÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,AGRICULTURA E DESENVOLVIMENTO AGRÁRIO,NÃO INFORMADO,"5.936.619,53","1.917.845,47"
2012,DOAÇÕES,118,TRANSPORTE,3,DESP. PRIM. DISCRIC. (PPI / PAC),2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"0,00","0,00"
2012,DOAÇÕES,118,TRANSPORTE,3,DESP. PRIM. DISCRIC. (PPI / PAC),3,DESP. PRIM. DISC. (PAC),1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"0,00","0,00"
2012,FUNDESCOLA,119,EDUCAÇÃO,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",NÃO INFORMADO,"3.784.238.754,54","3.914.472.887,61"
2012,FUNDO CONSTITUCIONAL DO DF,120,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"2.280.379.534,73","1.303.444.726,62"
2012,FUNDO PARTIDÁRIO,122,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER JUDICIÁRIO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"642.618.302,01","668.005.686,96"
2012,INDENIZAÇÕES - PROAGRO,124,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"340.366.186,51","329.869.420,62"
2012,LEI COMPLEMENTAR NºS 87/96 E 115/02,125,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"7.717.605.391,73","7.157.577.554,96"
2012,LEI ORGÂNICA DA ASSISTÊNCIA SOCIAL - LOAS,126,ASSISTÊNCIA SOCIAL,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"55.052.558.909,54","52.670.878.876,13"
2012,LEI ORGÂNICA DA ASSISTÊNCIA SOCIAL - LOAS,126,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"750.991.212,42","686.046.455,52"
2012,PROGRAMAS DE TRANSFERÊNCIA DE RENDA,127,ASSISTÊNCIA SOCIAL,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"38.053.195.288,27","40.496.414.829,48"
2012,RENDA MENSAL VITALÍCIA,128,ASSISTÊNCIA SOCIAL,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"3.485.410.182,64","3.431.765.707,15"
2012,SAÚDE - MEDICAMENTOS AIDS E DST,129,SAÚDE,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,SAÚDE,NÃO INFORMADO,"9.474.844.773,23","8.379.653.548,13"
2012,SAÚDE - MEDICAMENTOS AIDS E DST,129,SAÚDE,1,DESP. PRIM. OBRIGATÓRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,SAÚDE,NÃO INFORMADO,"0,00","- 19,70"
2012,SAÚDE - MEDICAMENTOS AIDS E DST,129,SAÚDE,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,SAÚDE,NÃO INFORMADO,"3.318.372.431,13","2.273.846.186,76"
2012,SAÚDE - MEDICAMENTOS AIDS E DST,129,SAÚDE,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,SAÚDE,NÃO INFORMADO,"0,00","0,00"
2012,"SAÚDE - SUS - LEI Nº 8.142,DE 28/12/90",130,SAÚDE,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,SAÚDE,NÃO INFORMADO,"98.831.961.821,07","93.454.193.590,27"
2012,"SAÚDE - SUS - LEI Nº 8.142,DE 28/12/90",130,SAÚDE,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,SAÚDE,NÃO INFORMADO,"85.566.476,19","0,00"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,MINISTÉRIO PÚBLICO DA UNIÃO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"29.683,10","14.419,30"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"5.977.611.294,33","4.489.954.166,06"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,AGRICULTURA E DESENVOLVIMENTO AGRÁRIO,NÃO INFORMADO,"1.032.323.157,60","693.739.488,75"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",NÃO INFORMADO,"42.988.502,65","35.705.946,08"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"55.159.963,84","41.018.970,24"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,INFRAESTRUTURA,NÃO INFORMADO,"22.931.673,14","16.298.070,21"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,INTEGRAÇÃO NACIONAL E MEIO AMBIENTE,NÃO INFORMADO,"45.605.140,93","33.318.812,71"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,JUSTIÇA E DEFESA,NÃO INFORMADO,"8.291.262,92","7.873.166,33"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PLANEJAMENTO E DESENVOLVIMENTO URBANO,NÃO INFORMADO,"129.595.798,85","96.336.718,72"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"163.150,18","127.347,94"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,SAÚDE,NÃO INFORMADO,"6.575.182,12","4.611.318,40"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"TRABALHO, PREVIDÊNCIA E ASSISTÊNCIA SOCIAL",NÃO INFORMADO,"159.287.603,55","110.269.231,51"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER JUDICIÁRIO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"211.953,15","192.167,96"
2012,SENTENÇAS JUDICIAIS,131,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER LEGISLATIVO,PODERES DO ESTADO E REPRESENTAÇÃO,NÃO INFORMADO,"111.657,92","108.847,92"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,AGRICULTURA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"12.385.945.315,73","4.829.410.844,84"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,AGRICULTURA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"0,00","0,00"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,ASSISTÊNCIA SOCIAL,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"33.442.956,70","25.919,37"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,COMÉRCIO E SERVIÇOS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"959.943.462,85","604.378.432,35"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,ENCARGOS ESPECIAIS,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"6.083.873.421,85","670.726.164,74"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,ENERGIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"3.957,75","0,00"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,ENERGIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,INFRAESTRUTURA,NÃO INFORMADO,"3.957.746,35","0,00"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,HABITAÇÃO,1,DESP. PRIM. OBRIGATÓRIA,3,DESP. PRIM. DISC. (PAC),1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"0,00","0,00"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,INDÚSTRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"27.724.013,21","12.980.048,74"
2012,SUBSÍDIOS E SUBVENÇÕES ECONÔMICAS,132,TRABALHO,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,OUTRO PODER,"FAZENDA, DESENVOLVIMENTO E TURISMO",NÃO INFORMADO,"682.909.133,51","440.268.042,49"
2012,ENSINO FUNDAMENTAL DE JOVENS E ADULTOS,133,EDUCAÇÃO,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,"EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA E ESPORTE",NÃO INFORMADO,"609.492.938,63","390.459.663,60"
2012,COMITÊ DE BACIAS,135,GESTÃO AMBIENTAL,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGÁTORIA,PODER EXECUTIVO,INTEGRAÇÃO NACIONAL E MEIO AMBIENTE,NÃO INFORMADO,"506.432.513,14","223.426.683,51"
